Blog	help	cup	world	along	finally	enjoy	hour	myself	blog	does	couple	oil	weekend	rest	almost	later	least	its	kind	during	large	read	sugar	already	yet	hand	bowl	doesn	told	salt	black	butter	free	mix	comes	bad	three	using	garlic	bring	chocolate	school	probably	anything	show	tell	yes	trying	hope	mom	turn	instead	less	saw	light	remember	taste	pepper	cooked	heat	lots	brown	weeks	store	bread	lunch	able	eating	picture	milk	ingredients	between	sunday	maybe	might	tried	pan	idea	low	leave	won	head	far	trip	nothing	kitchen	onion	perfect	oh	coming	asked	call	rice	working	dish	saturday	share	usually	warm	taking	gave	cake	oven	stir	needed	soon	check	cold	point	wonderful	must	beautiful	ice	ground	baby	egg	stop	wasn	open	friday	looked	live	breakfast	meat	watch	real	loved	believe	turned	th	serve	outside	often	soup	second	birthday	stuff	eggs	simple	bought	early	under	table	salad	chopped	pictures	yesterday	name	several	book	buy	baking	visit	party	someone	amp	delicious	meal	especially	summer	past	potatoes	cover	cups	dry	flour	couldn	wait	season	isn	line	man	guess	pieces	extra	play	looks	bake	minute	short	front	else	mixture	sometimes	either	knew	late	however	special	walk	person	bed	medium	fact	goes	juice	month	change	tomatoes	recipes	powder	amazing	felt	run	list	thinking	beans	tomato	mind	seen	inside	mean	brought	bag	four	fine	pot	clean	months	stay	seems	haven	added	taken	size	bottom	spent	completely	evening	plus	close	leaves	dad	huge	quick	above	onions	pick	ones	heart	feeling	gone	lemon	girl	anyone	watching	christmas	pour	car	means	fish	job	children	enjoyed	although	face	anyway	c	afternoon	break	middle	gets	chips	piece	busy	mother	olive	care	order	reading	corn	paper	area	playing	sliced	living	tsp	worth	coffee	excited	story	mine	potato	please	worked	super	soft	thank	local	fall	thanks	tomorrow	baked	beef	fried	box	case	pasta	group	game	husband	hands	monday	across	vanilla	spread	ate	sit	plan	roll	stick	sister	parents	finished	apple	slightly	quickly	rather	photo	tonight	hit	town	near	center	talking	vegetables	others	golden	experience	serving	remove	spring	reason	wine	heard	drink	dark	shopping	oz	interesting	fruit	served	blue	cookies	plate	dried	cute	talk	city	sitting	running	longer	sprinkle	style	spend	ended	covered	given	young	kept	aside	dessert	lost	weather	fat	etc	restaurant	picked	lovely	onto	degrees	dough	ok	amount	ask	crazy	says	x	whatever	com	prepared	money	met	starting	forward	works	five	road	god	inch	takes	filled	definitely	become	note	waiting	orange	loves	slices	pork	boil	per	pie	healthy	cinnamon	choice	door	wouldn	hear	thick	vegetable	behind	wednesday	awesome	wish	non	mixed	important	moment	seeing	simply	thursday	tea	slice	chili	photos	needs	except	smooth	deep	beat	words	roasted	boy	walking	walked	garden	ginger	recently	below	wrong	filling	teaspoon	country	pizza	frozen	seem	glass	main	girls	air	sun	flavor	move	music	drive	saying	bacon	coconut	e	sleep	park	melted	liked	dishes	lives	round	number	hold	vinegar	movie	usual	played	fast	learned	remaining	true	diced	combine	st	church	honey	woman	funny	daughter	form	market	phone	entire	color	child	mushrooms	thin	watched	homemade	word	miss	fridge	yellow	slow
Making Crafts in the Woods	2	0	5	1	2	0	1	2	2	1	1	0	2	0	3	2	6	2	2	0	3	1	1	5	3	2	0	2	2	1	0	0	2	1	0	1	2	1	0	2	0	2	3	2	2	3	2	3	3	1	8	2	1	1	0	6	0	0	0	0	2	0	5	1	1	1	2	0	2	0	0	1	3	2	2	2	0	3	1	0	2	9	3	1	1	1	0	3	2	3	3	4	1	3	0	3	0	0	3	9	7	3	0	0	0	1	2	2	1	0	4	0	0	0	59	0	4	1	2	0	3	1	2	0	1	3	2	1	2	2	0	3	0	0	1	4	2	0	1	0	4	3	1	0	0	0	3	0	3	3	1	0	1	2	3	0	0	1	1	1	2	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	5	0	3	1	2	1	0	3	0	2	2	0	1	3	1	4	0	3	0	0	2	1	0	0	0	0	0	1	0	5	0	0	1	2	2	1	0	1	3	0	0	2	5	0	3	2	0	2	3	2	7	2	0	0	1	0	1	2	1	3	0	0	3	3	0	1	0	4	2	0	14	0	5	1	0	1	2	0	2	1	0	3	1	0	3	0	0	0	1	2	1	1	1	0	0	1	0	2	0	1	0	0	0	1	1	2	0	5	1	1	1	2	2	1	1	1	1	0	0	2	3	0	0	0	0	1	2	2	0	0	0	0	0	1	0	3	0	1	0	0	0	1	1	1	3	0	3	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	1	1	0	0	4	1	0	0	0	0	0	1	1	0	0	0	0	2	2	0	0	0	3	0	0	1	2	0	1	1	0	0	1	0	0	0	0	0	1	0	1	2	2	1	0	0	1	0	0	1	1	1	2	1	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	3	3	2	1	1	0	0	1	0	1	0	1	1	0	7	2	3	0	0	1	0	0	4	0	2	0	0	0	1	1	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	4	0	0	1	0	0	1	1	0	0	2	0	0	2	0	0	0	0	0	0	6	0	2	4	1	0	1	0	1	2	6	0	1	1	1	2	2	0	0	0
Sarah and the City	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	2	0	0	0	0	2	0	1	0	1	1	0	0	0	0	0	1	0	1	0	0	5	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	2	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
Nick Lioggaris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foodies and Spice	2	1	0	0	1	1	0	0	2	1	0	3	1	1	0	1	0	0	0	0	0	7	1	0	1	0	0	1	0	2	0	1	0	1	0	0	0	1	2	1	1	0	0	2	3	1	0	3	0	0	1	2	3	0	1	1	3	8	0	1	1	0	1	0	2	1	0	12	0	0	3	0	0	0	0	0	1	0	1	0	1	0	2	1	1	0	3	1	0	0	0	0	2	0	1	0	0	1	0	0	0	0	1	2	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	3	0	2	2	0	0	0	0	2	11	0	0	1	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	4	3	0	1	0	0	0	2	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	1	2	1	2	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	3	0	1	1	0	0	1	0	3	0	0	1	1	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	9	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	2	1	0	1	1	3	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	4	0	0	0	4	0	2	0	0	0	2	0	0	0	0	3	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	18	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	2	0	0	1
A Fork And A Suitcase	0	1	1	0	0	4	0	0	0	1	1	1	0	1	1	1	0	3	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	1	1	0	1	1	0	4	8	6	0	1	0	1	0	0	0	1	0	0	0	1	0	2	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	3	0	2	0	0	1	1	0	0	0	0	0	0	0	7	0	8	0	0	0	0	1	0	3	2	0	1	7	0	0	1	2	0	0	4	0	2	0	0	2	0	2	0	1	0	3	0	1	1	0	0	0	2	0	0	0	0	1	0	0	1	11	0	0	0	0	0	0	0	0	1	1	2	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	2	0	1	3	0	0	0	0	1	2	0	2	1	0	0	1	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	1	2	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	3	0	1	1	0	0	0	0	5	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	2	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	1	0	3	1	0	0	0	2	0	1	0	0	1	0	0	0	0	1	1	0	0	1	0	2	1	0	1	0	0	1	1	0	3	0	0	0	0	1	1	0	1	0	0	0	0	1	1	0	0	0	7	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	2	2	0	0	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	12	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
Aces Family	0	2	1	1	4	1	3	4	0	0	0	0	0	3	1	0	1	1	2	1	0	0	0	0	0	0	0	0	2	0	0	0	1	1	4	1	0	4	0	3	5	5	0	0	2	0	1	0	7	11	1	1	0	6	0	1	0	0	0	0	0	0	0	0	0	10	2	0	1	0	2	0	7	0	1	2	0	0	0	1	0	1	1	6	0	0	0	0	0	0	6	1	1	2	0	8	1	0	2	2	1	6	0	0	0	4	2	0	0	3	4	3	3	0	2	0	1	1	0	3	2	0	12	0	1	2	0	2	2	2	0	0	0	0	0	4	0	0	3	4	2	0	1	0	0	0	0	0	0	3	0	7	2	1	0	1	0	2	4	0	0	2	0	0	0	0	0	0	0	0	1	0	2	0	0	3	0	1	0	0	0	0	0	0	0	0	2	0	1	1	0	1	0	0	0	0	0	6	0	3	0	0	1	0	2	0	0	0	0	1	0	0	8	1	0	3	0	0	1	0	0	0	0	1	1	0	0	0	9	0	0	0	7	0	1	1	0	1	1	0	0	0	0	6	0	0	0	0	4	0	2	0	13	8	0	0	0	0	7	0	0	0	0	0	3	2	0	3	0	0	0	0	4	1	0	0	0	0	2	1	2	1	0	0	0	0	0	2	0	0	3	2	3	1	0	0	0	0	1	0	0	0	0	0	0	0	3	1	2	0	0	1	2	0	0	0	0	0	3	0	0	1	1	0	1	0	3	1	0	1	0	0	1	0	0	0	0	9	0	1	0	1	0	0	0	0	1	0	0	0	2	0	0	1	1	3	0	1	0	2	0	2	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	2	0	2	3	4	1	0	1	1	0	0	1	0	1	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	2	3	3	1	0	0	1	0	0	0	0	0	0	0	1	0	2	1	0	2	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	2	0	0	1	1	3	0	0	2	1	1	0	0	0	11	12	1	0	0	0	1	0	0	10	0	0	0	0	0	0	1	0	0	0	1	0	0	3	0	0	0	0	0	0
Sisterhood of the Traveling Scarf	0	0	2	2	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	2	0	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	2	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	2	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Keeping Up With The Smiths	0	0	2	1	2	0	3	3	0	1	1	0	1	3	1	0	0	0	2	3	0	0	0	1	1	0	0	0	7	1	0	0	0	0	1	3	10	0	0	1	2	4	1	1	3	4	0	2	0	7	0	0	0	4	2	0	0	0	0	0	6	0	2	0	0	1	7	1	1	1	0	4	1	1	0	1	0	0	0	1	2	2	1	0	0	3	0	0	3	2	3	0	0	0	0	1	2	2	0	2	9	0	0	0	1	0	0	11	1	0	2	2	8	3	1	0	2	6	0	0	5	1	2	0	1	0	1	3	1	0	0	5	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	2	0	2	0	3	0	0	1	2	0	0	1	0	0	1	0	2	0	2	0	0	1	2	0	5	0	1	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	2	0	0	2	1	6	0	0	0	3	0	1	0	0	0	0	0	0	0	3	0	1	0	2	1	0	0	0	0	1	3	1	2	0	2	0	1	1	0	4	4	0	1	0	0	0	1	1	0	0	1	4	4	0	0	0	0	0	0	0	0	0	0	4	4	0	3	0	0	0	2	0	0	0	0	0	1	4	0	1	1	0	1	0	0	0	0	1	0	0	0	5	0	1	3	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	3	2	0	1	0	1	0	0	1	2	0	0	0	1	0	4	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	1	0	0	0	0	2	1	0	1	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	1	2	0	1	0	0	0	1	0	1	0	2	0	0	0	1	1	0	0	0	1	0	4	0	0	0	0	0	1	0	0	1	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	6	5	2	0	0	1	2	0	0	0	0	1	5	0	0	0	0	1	1	0	0	0	0	4	0	0	0	1	0	1	1	3	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	2	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0
Angie's Recipes	0	3	0	1	2	8	6	0	0	1	0	44	0	8	3	0	1	2	0	0	24	0	42	0	3	1	29	0	0	42	1	27	35	14	3	0	0	10	6	5	34	1	0	0	0	0	0	0	0	0	3	2	2	0	5	0	11	10	7	16	0	7	0	2	17	1	0	0	0	19	7	2	0	0	0	0	16	0	8	4	1	0	0	0	1	4	7	9	0	0	0	1	2	0	4	0	1	0	8	0	0	14	35	22	1	1	0	4	0	0	0	0	2	28	0	17	0	0	0	0	0	0	7	3	0	0	0	0	0	0	8	2	0	0	1	0	0	12	4	0	0	0	1	6	26	0	0	1	0	0	0	58	0	0	0	0	7	8	1	0	0	2	8	3	3	60	0	0	7	0	8	0	0	1	2	0	1	22	0	0	0	0	39	0	0	0	0	0	0	0	0	1	5	0	1	4	0	0	2	4	48	3	0	0	0	0	0	4	0	0	2	0	0	0	0	1	1	8	1	0	0	0	0	0	3	4	0	7	0	0	0	1	0	0	2	0	0	0	1	1	0	0	14	0	0	0	3	5	0	0	0	0	0	1	0	0	0	20	2	2	4	1	9	0	0	0	12	0	1	0	0	14	0	0	9	0	73	0	0	0	0	0	4	0	0	2	3	0	0	0	1	0	1	7	1	0	0	0	0	0	0	0	0	0	12	5	0	0	0	8	1	0	0	0	7	3	0	0	0	0	0	0	0	3	0	4	0	14	0	1	7	0	0	3	0	28	2	0	0	0	2	1	0	25	2	15	0	0	1	0	0	0	5	0	0	0	1	0	0	0	6	1	0	0	6	0	0	0	2	9	0	26	0	0	0	0	0	1	0	96	9	0	0	0	1	0	0	0	0	4	1	2	0	1	0	0	3	0	0	0	4	0	0	6	13	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	2	0	5	5	0	0	0	2	7	0	12	0	3	0	0	0	0	6	0	0	0	6	2	0	0	1	0	2	1	0	0	0	1	0	0	0	0	0	69	0	0	0	10	0	0	0	3	0	0	8	0	0	0	0	0	4	0	6	10	0	0	2	0	0	0	1	0	0	1	0	0	0	2	0	7	0	0	3	0	1
A Mother's Place is in the Wrong.	6	7	6	4	6	5	1	7	6	7	7	0	2	0	1	4	3	2	2	1	3	5	1	6	4	1	3	7	8	1	0	1	3	0	1	7	8	2	0	1	0	15	14	9	2	4	0	3	8	0	4	3	1	3	1	9	0	0	7	0	1	4	7	0	0	3	3	2	0	0	0	2	6	6	5	6	0	1	0	4	6	3	5	0	9	2	0	2	6	3	4	3	1	6	1	2	0	4	0	4	3	1	0	0	3	2	0	4	7	10	6	1	0	1	0	0	0	3	1	2	10	4	7	0	3	5	2	4	3	0	0	1	5	0	3	2	10	0	1	3	5	4	2	2	0	0	10	3	1	1	6	0	2	4	8	0	0	0	4	4	8	0	0	1	1	0	13	0	1	9	1	11	3	0	0	2	4	0	1	1	0	8	0	1	10	5	5	6	1	2	4	5	0	9	2	2	1	4	0	0	0	2	8	0	3	2	0	0	3	3	1	5	1	6	7	4	0	3	4	8	7	2	1	1	0	0	7	5	7	1	3	0	2	2	0	3	0	0	6	2	7	3	0	8	4	7	1	2	5	1	1	6	28	2	2	3	11	0	4	2	4	0	0	1	1	11	0	2	1	6	0	2	4	3	0	4	0	1	4	0	1	2	0	2	8	1	0	3	5	2	0	2	0	0	0	1	3	0	1	3	5	2	0	1	0	1	2	2	0	0	0	6	3	3	3	0	0	15	1	1	0	0	2	0	4	0	2	1	5	0	1	0	0	4	2	2	2	0	0	5	1	0	4	0	1	0	0	4	3	0	1	0	0	0	1	2	1	9	12	6	0	0	7	5	0	7	1	2	18	2	0	0	3	0	3	0	5	0	2	0	1	5	3	1	4	0	5	1	8	1	0	0	4	2	3	0	0	2	0	0	0	0	1	3	0	2	2	3	1	1	0	1	0	1	2	1	1	1	6	0	6	0	4	0	0	0	0	5	0	0	0	4	0	2	0	6	7	0	2	0	4	0	0	2	0	1	3	1	0	3	1	1	0	1	6	1	4	1	0	0	5	0	0	1	0	7	3	1	0	0	0	2	5	3	6	2	5	0	0	0	1	0	8	6	29	2	2	7	0	0	2	0	0	1	0	4	1	0	1	0
Chena Girl Cooks	6	18	2	1	10	18	12	7	5	2	8	51	6	6	8	7	8	11	3	3	27	3	25	5	4	6	26	4	3	59	4	38	2	22	8	4	6	11	21	13	26	7	7	4	0	11	0	1	0	5	9	2	5	0	1	2	22	41	6	35	1	19	8	11	16	1	1	7	5	14	13	3	0	2	6	3	35	5	16	6	0	4	4	9	3	15	17	16	3	1	4	7	8	2	42	2	5	18	10	1	3	9	39	14	8	7	5	3	13	5	2	17	6	10	4	13	4	1	6	0	1	2	0	7	1	2	7	1	3	3	17	1	7	69	8	12	5	9	7	2	3	1	2	11	36	2	0	0	19	1	2	30	2	8	2	5	26	7	2	4	2	4	13	12	15	17	1	6	10	1	7	3	1	12	9	1	1	16	6	3	3	3	16	4	4	4	5	1	2	0	2	1	25	4	5	10	5	0	18	14	15	3	0	1	1	1	26	14	1	0	4	7	3	2	5	3	41	3	0	3	2	1	2	1	2	6	5	5	1	10	0	7	12	6	2	0	5	1	2	3	1	0	5	5	2	0	0	17	0	0	10	2	3	0	5	4	0	53	0	0	1	6	12	4	2	5	44	2	2	2	1	12	0	0	5	4	0	0	3	0	3	1	1	1	0	3	11	1	5	4	2	0	4	1	0	2	1	12	0	0	1	4	0	0	12	4	2	3	2	2	9	12	7	2	5	5	3	4	0	0	2	2	3	0	1	7	0	8	3	10	17	2	1	26	1	2	0	0	12	0	0	4	0	22	1	11	1	1	0	3	2	1	9	4	3	1	2	2	8	2	10	7	0	1	3	0	0	2	3	4	19	3	3	10	3	3	2	11	1	0	2	0	3	1	0	1	0	2	2	17	3	3	1	1	8	1	0	1	1	0	7	0	0	7	6	0	0	0	0	5	7	1	0	1	1	1	1	2	1	1	3	0	1	5	0	0	4	1	3	1	1	3	3	0	0	0	0	0	4	1	4	5	5	0	0	1	1	7	2	1	3	0	9	0	0	0	0	6	0	0	1	0	14	1	8	0	0	3	1	9	3	2	0	4	0	4	4	9	6	0	0	2	11	2	1	2	13	1	7	0	0	0	1	2	17	2	1	4	3	0
Freeze Your Way Fit	2	64	1	2	4	2	3	0	2	1	0	12	0	3	2	3	1	4	3	4	17	2	10	9	1	1	4	2	1	14	9	3	9	1	7	1	9	14	19	3	13	0	4	14	0	3	1	2	1	3	0	11	8	0	3	1	6	17	18	8	1	24	7	37	34	3	3	31	0	7	21	0	2	2	10	0	7	2	15	4	5	5	2	0	3	3	18	5	0	1	1	1	36	1	14	0	1	10	0	1	0	0	11	12	4	1	16	0	3	0	0	0	4	9	3	4	0	2	1	0	0	0	6	13	4	1	1	0	1	0	5	0	7	17	3	0	2	3	1	12	0	2	0	2	14	0	0	1	6	5	15	13	0	0	1	2	1	21	1	3	4	0	9	30	7	16	3	4	2	0	3	1	1	16	12	0	0	5	4	0	2	3	3	10	1	1	0	6	5	0	1	0	27	0	1	9	2	2	35	8	5	1	1	4	14	2	8	29	0	0	0	2	0	31	4	2	3	20	0	4	1	0	4	0	5	5	0	0	0	8	1	1	2	5	1	2	20	10	0	1	0	0	2	0	0	0	0	4	1	6	0	0	0	0	0	0	1	15	0	7	2	0	7	0	1	0	11	1	1	2	2	8	2	0	10	0	20	2	0	3	0	3	0	0	0	3	0	0	4	2	0	0	2	4	0	13	1	9	1	0	3	4	6	0	0	2	2	1	23	1	2	1	0	1	2	2	3	0	0	0	0	0	1	1	0	10	0	0	1	11	6	0	1	12	1	1	0	10	88	0	1	0	1	0	0	12	0	0	0	0	2	4	3	3	2	0	1	1	0	1	4	0	1	0	54	1	0	1	0	0	0	0	0	9	1	0	0	1	3	18	0	6	0	2	0	4	3	1	0	1	3	0	0	0	4	0	0	1	4	17	4	12	2	16	4	0	1	3	0	3	0	0	0	2	0	4	1	1	0	0	1	1	0	0	3	0	0	2	0	0	0	0	2	1	0	0	0	0	0	2	0	7	0	3	10	35	2	1	2	0	1	0	9	0	0	1	0	0	0	5	0	0	0	1	5	0	0	4	1	12	0	1	0	3	0	3	0	24	4	0	0	8	0	0	0	2	1	0	0	0	0	10	0	0	4	1	0	2	11	0
